"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
26,1.00,"NOCA",764.00,32345.00,82905.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Aug",2005.00,,,"Maria Gerace","05-","514",,"05-514","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Lavender rays, yellow disks, scattered. Smelly root.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
27,2.00,"WTU",764.00,32346.00,82905.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Aug",2005.00,,,"Maria Gerace","05-","514",,"05-514","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Lavender rays, yellow disks, scattered. Smelly root.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
28,3.00,"UBC",764.00,32347.00,82905.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron peregrinus ssp. callianthemus","Erigeron","peregrinus","(Pursh) Greene","ssp.","callianthemus","(Greene) Cronq.",,,,,1.00,"Sarah Gage",,"Aug",2005.00,,,"Maria Gerace","05-","514",,"05-514","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Lavender rays, yellow disks, scattered. Smelly root.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
29,1.00,"NOCA",764.00,32348.00,83229.00,,"2005 North Cascades National Park Foray","Ericaceae","Vaccinium caespitosum","Vaccinium","caespitosum","Michx.",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","513",,"05-513","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Corollas pink, easily deciduous.",,"Native","Flowering & Fruiting",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
30,2.00,"WTU",764.00,32349.00,83229.00,,"2005 North Cascades National Park Foray","Ericaceae","Vaccinium caespitosum","Vaccinium","caespitosum","Michx.",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","513",,"05-513","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Corollas pink, easily deciduous.",,"Native","Flowering & Fruiting",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
31,1.00,"NOCA",764.00,32350.00,83237.00,,"2005 North Cascades National Park Foray","Crassulaceae","Sedum lanceolatum","Sedum","lanceolatum","Torr.",,,,,,,,1.00,"Peter F. Zika",,,2003.00,"H&C",,"Maria Gerace","05-","515",,"05-515","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Flowers yellow, leaves pinkish-salmon, lance shaped.  Growing in sandy area of rock outcrop.",,"Native","Flowering & Fruiting",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
32,2.00,"WTU",764.00,32351.00,83237.00,,"2005 North Cascades National Park Foray","Crassulaceae","Sedum lanceolatum","Sedum","lanceolatum","Torr.",,,,,,,,1.00,"Peter F. Zika",,,2003.00,"H&C",,"Maria Gerace","05-","515",,"05-515","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Flowers yellow, leaves pinkish-salmon, lance shaped.  Growing in sandy area of rock outcrop.",,"Native","Flowering & Fruiting",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
33,1.00,"NOCA",764.00,32352.00,83240.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio integerrimus var. exaltatus","Senecio","integerrimus","Nutt.","var.","exaltatus","(Nutt.) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","516",,"05-516","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Common- even dominant.  Disks and rays yellow.  leaves semi- succulent.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
34,2.00,"WTU",764.00,32353.00,83240.00,,"2005 North Cascades National Park Foray","Asteraceae","Senecio integerrimus var. exaltatus","Senecio","integerrimus","Nutt.","var.","exaltatus","(Nutt.) Cronq.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","516",,"05-516","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Common- even dominant.  Disks and rays yellow.  leaves semi- succulent.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
35,1.00,"NOCA",764.00,32354.00,83244.00,,"2005 North Cascades National Park Foray","Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,,,,,1.00,"P. F. Zika",,,2005.00,"H&C",,"Maria Gerace","05-","517",,"05-517","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Flowers creamy white , scattered to common.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
36,2.00,"WTU",764.00,32355.00,83244.00,,"2005 North Cascades National Park Foray","Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,,,,,1.00,"P. F. Zika",,,2005.00,"H&C",,"Maria Gerace","05-","517",,"05-517","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Flowers creamy white , scattered to common.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
37,1.00,"WTU",764.00,32356.00,83249.00,,"2005 North Cascades National Park Foray","Ericaceae","Cassiope mertensiana var. mertensiana","Cassiope","mertensiana","(Bong.) G. Don","var.","mertensiana",,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","518",,"05-518","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.",,"Flowers white. Common to dominant.","Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
38,2.00,"NOCA",764.00,32357.00,83249.00,,"2005 North Cascades National Park Foray","Ericaceae","Cassiope mertensiana var. mertensiana","Cassiope","mertensiana","(Bong.) G. Don","var.","mertensiana",,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","518",,"05-518","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.",,"Flowers white. Common to dominant.","Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
39,1.00,"NOCA",764.00,32358.00,83251.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris glauca var. dasycephala","Agoseris","glauca","(Pursh) Raf.","var.","dasycephala","(T. & G.) Jeps.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","519",,"05-519","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.",,"Heads yellow.","Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
40,2.00,"WTU",764.00,32359.00,83251.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris glauca var. dasycephala","Agoseris","glauca","(Pursh) Raf.","var.","dasycephala","(T. & G.) Jeps.",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","519",,"05-519","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.",,"Heads yellow.","Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
41,1.00,"NOCA",764.00,32360.00,83252.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","520",,"05-520","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Rays burnt orange. Scattered not common (or Hieracium?).",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
42,2.00,"WTU",764.00,32361.00,83252.00,,"2005 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","520",,"05-520","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Rays burnt orange. Scattered not common (or Hieracium?).",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
43,1.00,"NOCA",764.00,32362.00,83257.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","521",,"05-521","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Yellow disks and rays. Scattered.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
44,2.00,"WTU",764.00,32363.00,83257.00,,"2005 North Cascades National Park Foray","Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Maria Gerace","05-","521",,"05-521","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Yellow disks and rays. Scattered.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
45,1.00,"NOCA",764.00,32364.00,83259.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla diversifolia","Potentilla","diversifolia","Lehm.",,,,,,,,1.00,"Ryan Miller",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","522",,"05-522","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Petals yellow. Scattered.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
46,2.00,"WTU",764.00,32365.00,83259.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla diversifolia","Potentilla","diversifolia","Lehm.",,,,,,,,1.00,"Ryan Miller",,"Aug",2005.00,"H&C",,"Maria Gerace","05-","522",,"05-522","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Petals yellow. Scattered.",,"Native","Flowering",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
47,1.00,"NOCA",764.00,32366.00,83262.00,,"2005 North Cascades National Park Foray","Juncaceae","Luzula hitchcockii","Luzula","hitchcockii","Hamet-Ahti",,,,,,,,1.00,"P. F. Zika",,,2005.00,,,"Maria Gerace","05-","523",,"05-523","Sarah Gage, Rich Gwozdz",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park, Lake Chelan/Sawtooth National Recreation Area, basin south of Rennie Peak and west of Reynolds Peak, about 5 air miles northeast of Stehekin.",6684.00,,2037.00,,48.00,22.55,0.00,"N",120.00,34.80,0.00,"W","WGS 84",5.00,"GPS reading",10.00,679191.05,5360909.00,"WGS 84",5.00,"Calc. from Lat-Long","33N","18E","11","NW 1/4","Upland slope in basin. Lush upland meadow with scattered Larix lyalli and rock outcrops.","Abundant but not a lot of it fertile. Nodding inflorescence.",,"Native","Flowering & Fruiting",,"{6486CF60-F1EB-4935-97F1-3EA0FDC494CB}",679191.04,5360908.99,"NAD83","OK","Natalya Antonova"
