"ID","Replicate Number","Destination Herbarium","NOCA Accession Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
30,2.00,"WTU",656.00,12349.00,6177.00,,"2004 North Cascades National Park Forays","Scrophulariaceae","Castilleja parviflora var. albida","Castilleja","parviflora","Bong.","var.","albida","(Pennell) Ownbey",,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7572.00,,"7572","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Moist meadow.","Flowers white;  common, but mostly in fruit.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
31,1.00,"NOCA",656.00,12350.00,6178.00,,"2004 North Cascades National Park Forays","Poaceae","Vahlodea atropurpurea","Vahlodea","atropurpurea","(Wahlenb.) Fries ex Hartman",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"Biek, Flora of Mt. Rainier",,"Sarah Gage",,7573.00,,"7573","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake edge.","Scattered at edges of lake; heads nodding.",,"Native","Fertile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
32,2.00,"WTU",656.00,12351.00,6178.00,,"2004 North Cascades National Park Forays","Poaceae","Vahlodea atropurpurea","Vahlodea","atropurpurea","(Wahlenb.) Fries ex Hartman",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"Biek, Flora of Mt. Rainier",,"Sarah Gage",,7573.00,,"7573","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake edge.","Scattered at edges of lake; heads nodding.",,"Native","Fertile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
33,3.00,"UBC",656.00,12352.00,6178.00,,"2004 North Cascades National Park Forays","Poaceae","Vahlodea atropurpurea","Vahlodea","atropurpurea","(Wahlenb.) Fries ex Hartman",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"Biek, Flora of Mt. Rainier",,"Sarah Gage",,7573.00,,"7573","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake edge.","Scattered at edges of lake; heads nodding.",,"Native","Fertile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
34,1.00,"NOCA",656.00,12353.00,6179.00,,"2004 North Cascades National Park Forays","Ericaceae","Vaccinium membranaceum","Vaccinium","membranaceum","Dougl.",,,,,,,,1.00,"Sarah Gage",7.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7574.00,,"7574","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,"In fruit.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
35,2.00,"WTU",656.00,12354.00,6179.00,,"2004 North Cascades National Park Forays","Ericaceae","Vaccinium membranaceum","Vaccinium","membranaceum","Dougl.",,,,,,,,1.00,"Sarah Gage",7.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7574.00,,"7574","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,"In fruit.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
36,1.00,"NOCA",656.00,12355.00,6180.00,,"2004 North Cascades National Park Forays","Equisetaceae","Equisetum arvense","Equisetum","arvense","L.",,,,,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7575.00,,"7575","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Meadow.","Common in meadow.",,"Native","Sterile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
37,2.00,"WTU",656.00,12356.00,6180.00,,"2004 North Cascades National Park Forays","Equisetaceae","Equisetum arvense","Equisetum","arvense","L.",,,,,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7575.00,,"7575","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Meadow.","Common in meadow.",,"Native","Sterile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
38,1.00,"NOCA",656.00,12357.00,6181.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex canescens ssp. canescens","Carex","canescens","L.","ssp.","canescens",,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7576.00,,"7576","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Moist (mucky) meadow.","Heads golden brown; common to dominant.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
39,2.00,"WTU",656.00,12358.00,6181.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex canescens ssp. canescens","Carex","canescens","L.","ssp.","canescens",,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7576.00,,"7576","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Moist (mucky) meadow.","Heads golden brown; common to dominant.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
40,1.00,"NOCA",656.00,12363.00,6182.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7579.00,,"7579","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake shore and moist meadow.","Very common on lake shore and in moist meadow; growing in clumps.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
41,2.00,"WTU",656.00,12364.00,6182.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7579.00,,"7579","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake shore and moist meadow.","Very common on lake shore and in moist meadow; growing in clumps.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
42,3.00,"UBC",656.00,12365.00,6182.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex lenticularis var. lipocarpa","Carex","lenticularis","Michx.","var.","lipocarpa","(Holm) L.A. Standley",,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7579.00,,"7579","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake shore and moist meadow.","Very common on lake shore and in moist meadow; growing in clumps.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
43,1.00,"NOCA",656.00,12359.00,6183.00,,"2004 North Cascades National Park Forays","Callitrichaceae","Callitriche hermaphroditica","Callitriche","hermaphroditica","L.",,,,,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7577.00,,"7577","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In 1.5-2 feet of water in lake near small stream flowing in to lake.","Small branching plants rooted in silty mud of lake bottom.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
44,1.00,"NOCA",656.00,12360.00,6184.00,,"2004 North Cascades National Park Forays","Scrophulariaceae","Pedicularis groenlandica","Pedicularis","groenlandica","Retz.",,,,,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7578.00,,"7578","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Meadow; right by small stream at lake edge.","Mostly in fruit .  Flowers pink.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
45,2.00,"WTU",656.00,12361.00,6184.00,,"2004 North Cascades National Park Forays","Scrophulariaceae","Pedicularis groenlandica","Pedicularis","groenlandica","Retz.",,,,,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7578.00,,"7578","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Meadow; right by small stream at lake edge.","Mostly in fruit .  Flowers pink.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
46,3.00,"UBC",656.00,12362.00,6184.00,,"2004 North Cascades National Park Forays","Scrophulariaceae","Pedicularis groenlandica","Pedicularis","groenlandica","Retz.",,,,,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7578.00,,"7578","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Meadow; right by small stream at lake edge.","Mostly in fruit .  Flowers pink.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
47,1.00,"NOCA",656.00,12366.00,6185.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex utriculata","Carex","utriculata","Boott",,,,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7580.00,,"7580","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In standing water of slow streams and lake edge.","rhizomatous; young fruit.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
48,2.00,"WTU",656.00,12367.00,6185.00,361907.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex utriculata","Carex","utriculata","Boott",,,,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7580.00,,"7580","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In standing water of slow streams and lake edge.","rhizomatous; young fruit.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
49,3.00,"UBC",656.00,12368.00,6185.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex utriculata","Carex","utriculata","Boott",,,,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Sarah Gage",,7580.00,,"7580","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In standing water of slow streams and lake edge.","rhizomatous; young fruit.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
50,1.00,"NOCA",656.00,12369.00,6186.00,,"2004 North Cascades National Park Forays","Gentianaceae","Gentiana calycosa var. calycosa","Gentiana","calycosa","Griseb.","var.","calycosa",,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7581.00,,"7581","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,"Flowers deep blue; common and in full bloom (lovely!).",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
51,2.00,"WTU",656.00,12370.00,6186.00,362060.00,"2004 North Cascades National Park Forays","Gentianaceae","Gentiana calycosa var. calycosa","Gentiana","calycosa","Griseb.","var.","calycosa",,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7581.00,,"7581","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,"Flowers deep blue; common and in full bloom (lovely!).",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
52,3.00,"UBC",656.00,12371.00,6186.00,,"2004 North Cascades National Park Forays","Gentianaceae","Gentiana calycosa var. calycosa","Gentiana","calycosa","Griseb.","var.","calycosa",,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7581.00,,"7581","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,"Flowers deep blue; common and in full bloom (lovely!).",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
53,1.00,"NOCA",656.00,12372.00,6187.00,,"2004 North Cascades National Park Forays","Scrophulariaceae","Mimulus lewisii","Mimulus","lewisii","Pursh",,,,,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7582.00,,"7582","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Sand/gravel bar at edge of lake.","Deep magenta flowers; plants scattered on sand/gravel bar at edge of lake.",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
54,2.00,"WTU",656.00,12373.00,6187.00,362047.00,"2004 North Cascades National Park Forays","Scrophulariaceae","Mimulus lewisii","Mimulus","lewisii","Pursh",,,,,,,,1.00,"Sarah Gage",23.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7582.00,,"7582","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Sand/gravel bar at edge of lake.","Deep magenta flowers; plants scattered on sand/gravel bar at edge of lake.",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
55,1.00,"NOCA",656.00,12374.00,6188.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex illota","Carex","illota","Bailey",,,,,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7583.00,,"7583","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Wet meadow.","Growing in clumps; heads dark brown.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
