"ID","Replicate Number","Herbarium Destination","NOCA Acc .","NOCA Catalog .","Label title","Family","Full Scientific Name","Genus","species","Author","Subtaxon rank","Subtaxon","Subtaxon author","Subtaxon2 rank","Subtaxon2 author","Determination Notes","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination_Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper elevation range (ft)","Elevation (meters)","Upper elevation range (meters)","Degrees Lat","Minutes Lat","Seconds Lat","Degrees Long","Minutes Long","Seconds Long","Datum","Accuracy (meters)","Source","UTM Zone","Easting","Northing","Datum_UTM","Accuracy (m)","Source_UTM","Site Description","Specimen Details","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
27,3.00,"WTU","NOCA-00832","NOCA 31098","2006 North Cascades National Park Foray","Asteraceae","Adenocaulon bicolor","Adenocaulon","bicolor","Hook.",,,,,,,"Ben Legler",31.00,"Aug",2006.00,"FNA",,"Dale Blum","06-",29.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Common along forest edge where cleared.","Native","Flowering & Fruiting",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
28,1.00,"NOCA","NOCA-00832","NOCA 32048","2006 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 19",,"Steve Hahn","06-",318.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Uncommon; scattered individuals; flower color is burnt orange.","Native","Flowering",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
29,1.00,"NOCA","NOCA-00832","NOCA 32187","2006 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,"Ben Legler",25.00,"Oct",2006.00,"FNA vol. 19",,"Myria Rodeman","06-",13.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Heads dull orange; common in drier areas.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
30,2.00,"WTU","NOCA-00832","NOCA 32188","2006 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,"Ben Legler",25.00,"Oct",2006.00,"FNA vol. 19",,"Myria Rodeman","06-",13.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Heads dull orange; common in drier areas.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
31,3.00,"UBC","NOCA-00832","NOCA 32189","2006 North Cascades National Park Foray","Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,,,,"Ben Legler",25.00,"Oct",2006.00,"FNA vol. 19",,"Myria Rodeman","06-",13.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Lake on southeast side of Stiletto Peak, 1 mile north of Dagger Lake.",6400.00,,1951.00,,48.00,28.67,,120.00,39.35,,"WGS 84",7.00,"GPS reading",10.00,673230.94,5372082.10,"WGS 84",7.00,"Calc. from Lat-Lon","Moist rocky meadow with perennial stream, with Phyllodoce, Cassiope, Castilleja elmeri, Castilleja parviflora, Carex, Mimulus lewisii.","Heads dull orange; common in drier areas.","Native","Flowering & Fruiting",,"{B3D72E82-4B83-48FF-8B72-A872E8A20EC2}",673230.94,5372082.10,"NAD83","OK","Natalya Antonova"
32,1.00,"NOCA","NOCA-00832","NOCA 31624","2006 North Cascades National Park Foray","Asteraceae","Agoseris heterophylla var. heterophylla","Agoseris","heterophylla","(Nutt.) Greene","var.","heterophylla",,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 19",,"Ben Legler",,3516.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow. Scattered in dry compact soil.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
33,2.00,"Stehekin","NOCA-00832","NOCA 31625","2006 North Cascades National Park Foray","Asteraceae","Agoseris heterophylla var. heterophylla","Agoseris","heterophylla","(Nutt.) Greene","var.","heterophylla",,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 19",,"Ben Legler",,3516.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow. Scattered in dry compact soil.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
34,3.00,"WTU","NOCA-00832","NOCA 31626","2006 North Cascades National Park Foray","Asteraceae","Agoseris heterophylla var. heterophylla","Agoseris","heterophylla","(Nutt.) Greene","var.","heterophylla",,,,,"Ben Legler",3.00,"Oct",2006.00,"FNA Vol. 19",,"Ben Legler",,3516.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Buckner Orchard in Stehekin Valley. 1.6 miles northwest of Stehekin. Lake Chelan National Recreation Area.",1160.00,,354.00,,48.00,20.00,7.10,120.00,42.00,1.70,"WGS 84",2.00,"GPS reading",10.00,670414.69,5356124.57,"WGS 84",2.00,"GPS reading","Maintained orchard. Occasionally mowed grass and gravel access roads.","Flowers yellow. Scattered in dry compact soil.","Native","Flowering & Fruiting",,"{87380516-78FB-49A1-B3E7-6C249E7BDD4E}",670414.68,5356124.56,"NAD83","OK","Natalya Antonova"
35,1.00,"NOCA","NOCA-00832","NOCA 32043","2006 North Cascades National Park Foray","Poaceae","Agrostis borealis","Agrostis","borealis","Hartm.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Flora of PNW",,"Steve Hahn","06-",316.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Uncommon; heads purplish; full sun.","Native","Flowering","Sensitive","{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
36,2.00,"WTU","NOCA-00832","NOCA 32044","2006 North Cascades National Park Foray","Poaceae","Agrostis borealis","Agrostis","borealis","Hartm.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Flora of PNW",,"Steve Hahn","06-",316.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Uncommon; heads purplish; full sun.","Native","Flowering","Sensitive","{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
37,1.00,"NOCA","NOCA-00832","NOCA 31587","2006 North Cascades National Park Foray","Poaceae","Agrostis tenuis","Agrostis","tenuis","Sibth.",,,,,,,"Ben Legler",5.00,"Oct",2006.00,"Flora of PNW",,"Ben Legler",,3504.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Gravel pit near north end of Stehekin Airport. 4 air miles northwest of Stehekin. Lake Chelan National Recreation Area.",1280.00,,390.00,,48.00,20.69,,120.00,43.44,,"WGS 84",5.00,"GPS reading",10.00,668628.19,5357145.97,"WGS 84",5.00,"GPS reading","Open highly used gravel pit in dry conifer forest, with sparse grass cover.","Scattered, in tufts.","Introduced","Flowering",,"{53F1F87F-48C9-49BB-A7A4-AA1C1FE7A31D}",668628.18,5357145.96,"NAD83","OK","Natalya Antonova"
38,2.00,"Stehekin","NOCA-00832","NOCA 31588","2006 North Cascades National Park Foray","Poaceae","Agrostis tenuis","Agrostis","tenuis","Sibth.",,,,,,,"Ben Legler",5.00,"Oct",2006.00,"Flora of PNW",,"Ben Legler",,3504.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Gravel pit near north end of Stehekin Airport. 4 air miles northwest of Stehekin. Lake Chelan National Recreation Area.",1280.00,,390.00,,48.00,20.69,,120.00,43.44,,"WGS 84",5.00,"GPS reading",10.00,668628.19,5357145.97,"WGS 84",5.00,"GPS reading","Open highly used gravel pit in dry conifer forest, with sparse grass cover.","Scattered, in tufts.","Introduced","Flowering",,"{53F1F87F-48C9-49BB-A7A4-AA1C1FE7A31D}",668628.18,5357145.96,"NAD83","OK","Natalya Antonova"
39,3.00,"WTU","NOCA-00832","NOCA 31589","2006 North Cascades National Park Foray","Poaceae","Agrostis tenuis","Agrostis","tenuis","Sibth.",,,,,,,"Ben Legler",5.00,"Oct",2006.00,"Flora of PNW",,"Ben Legler",,3504.00,,,30.00,"Jun",2006.00,"USA","Washington","Chelan","Gravel pit near north end of Stehekin Airport. 4 air miles northwest of Stehekin. Lake Chelan National Recreation Area.",1280.00,,390.00,,48.00,20.69,,120.00,43.44,,"WGS 84",5.00,"GPS reading",10.00,668628.19,5357145.97,"WGS 84",5.00,"GPS reading","Open highly used gravel pit in dry conifer forest, with sparse grass cover.","Scattered, in tufts.","Introduced","Flowering",,"{53F1F87F-48C9-49BB-A7A4-AA1C1FE7A31D}",668628.18,5357145.96,"NAD83","OK","Natalya Antonova"
40,1.00,"NOCA","NOCA-00832","NOCA 31888","2006 North Cascades National Park Foray","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,"Ben Legler",18.00,"Oct",2006.00,"Flora of PNW",,"Charlie Baughman","06-",13.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In small tufts in drier areas; frequent.","Native","Flowering",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
41,2.00,"WTU","NOCA-00832","NOCA 31889","2006 North Cascades National Park Foray","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,"Ben Legler",18.00,"Oct",2006.00,"Flora of PNW",,"Charlie Baughman","06-",13.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In small tufts in drier areas; frequent.","Native","Flowering",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
42,3.00,"UBC","NOCA-00832","NOCA 31890","2006 North Cascades National Park Foray","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,"Ben Legler",18.00,"Oct",2006.00,"Flora of PNW",,"Charlie Baughman","06-",13.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  Dagger Lake circa 3 air miles southeast of Rainy Pass.",5508.00,,1679.00,,48.00,28.12,,120.00,39.34,,"WGS 84",4.00,"GPS reading",10.00,673280.64,5371063.85,"WGS 84",4.00,"Calc. from Lat-Lon","Shallow lake surrounded by wet subalpine meadows, dominated by Carex species, Eriophorum, scattered Abies lasiocarpa, Picea engelmannii.","In small tufts in drier areas; frequent.","Native","Flowering",,"{0D7C4BB0-D928-4929-BF47-E718C6EA461D}",673280.64,5371063.85,"NAD83","OK","Natalya Antonova"
43,1.00,"NOCA","NOCA-00832","NOCA 31954","2006 North Cascades National Park Foray","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",58.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Purple flowers; 2-4 inch tufts; uncommon; full sun.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
44,2.00,"WTU","NOCA-00832","NOCA 31955","2006 North Cascades National Park Foray","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",58.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Purple flowers; 2-4 inch tufts; uncommon; full sun.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
45,3.00,"UBC","NOCA-00832","NOCA 31956","2006 North Cascades National Park Foray","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,"Ben Legler",23.00,"Oct",2006.00,"Flora of PNW",,"Maria Gerace","06-",58.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Purple flowers; 2-4 inch tufts; uncommon; full sun.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
46,1.00,"NOCA","NOCA-00832","NOCA 32141","2006 North Cascades National Park Foray","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,"Flora of PNW",,"Ben Legler",,3541.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North side of Hock Mountain, on the east side of the large boulder strewn moraine/tongue; 0.75 mile northeast of summit.",5600.00,5800.00,1707.00,1768.00,48.00,27.00,45.87,120.00,39.00,43.66,,,"Calc. from UTM",10.00,672829.16,5370155.20,"WGS 84",,"GPS reading","Moraine composed of huge boulders interspersed with pockets of soil supporting vegetation.  Dominant: tree is Larix lyallii, shrub - Phyllodoce empetriformis, and graminoid - Carex rossii.  Very dry; lots of cold air is channeled down from high elevation to moraine.  Aspect: 908; slope: 0-158.","Small bunches up to 6 centimeters wide; uncommon in opening between subalpine larch.","Native","Flowering",,"{15F3C700-95DB-48EF-9C5B-B291DB8B245A}",672829.15,5370155.19,"NAD83","OK","Natalya Antonova"
47,2.00,"WTU","NOCA-00832","NOCA 32142","2006 North Cascades National Park Foray","Poaceae","Agrostis variabilis","Agrostis","variabilis","Rydb.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,"Flora of PNW",,"Ben Legler",,3541.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North side of Hock Mountain, on the east side of the large boulder strewn moraine/tongue; 0.75 mile northeast of summit.",5600.00,5800.00,1707.00,1768.00,48.00,27.00,45.87,120.00,39.00,43.66,,,"Calc. from UTM",10.00,672829.16,5370155.20,"WGS 84",,"GPS reading","Moraine composed of huge boulders interspersed with pockets of soil supporting vegetation.  Dominant: tree is Larix lyallii, shrub - Phyllodoce empetriformis, and graminoid - Carex rossii.  Very dry; lots of cold air is channeled down from high elevation to moraine.  Aspect: 908; slope: 0-158.","Small bunches up to 6 centimeters wide; uncommon in opening between subalpine larch.","Native","Flowering",,"{15F3C700-95DB-48EF-9C5B-B291DB8B245A}",672829.15,5370155.19,"NAD83","OK","Natalya Antonova"
48,1.00,"NOCA","NOCA-00832","NOCA 31832","2006 North Cascades National Park Foray","Liliaceae","Allium acuminatum","Allium","acuminatum","Hook.",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 26",,"Jennette Timmer",,427.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Dry open conifer forest with scattered rock outcrops. With Pinus ponderosa, Pseudotsuga, Hieracium scouleri.","Tepals pink. Locally common on rock outcrop.","Native","Flowering",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
