"Replicate.","Destination Herbarium","NPS Accession Number","NPS Catalog Number","WTU Database ID","WTU Accession Number","Family","Scientific Name","Genus","Species","Author","Subspecific Rank","Subspecific taxon","Subspecific Author","Determiner","Determination Day","Determination Month","Determination Year","Determination Source","Determination Notes","Collector Name","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collector","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Elevation (m)","Dec Latitude","W or E","Dec Longitude","N or S","Source","Lat-Long Datum","UTM Zone","Easting","Northing","Source_UTM","Site description","Specimen Details","Origin","Phenology","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
3.00,"UBC","NOCA-00840",17888.00,163939.00,,"Scrophulariaceae","Pedicularis racemosa var. racemosa","Pedicularis","racemosa","Dougl.","var.","racemosa",,"David Giblin",28.00,"Aug",2007.00,"H&C",,"Dale Blum","07-","13",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Abundant in deeper soils and under tree clumps. Flowers pink to white.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17889.00,163941.00,,"Cupressaceae","Juniperus communis var. depressa","Juniperus","communis","L.","var.","depressa","Pursh","David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","14",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Decumbent and clambering over rocks. Uncommon. 8 to 18 inches tall.","Native","Cones","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17890.00,163941.00,,"Cupressaceae","Juniperus communis var. depressa","Juniperus","communis","L.","var.","depressa","Pursh","David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","14",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Decumbent and clambering over rocks. Uncommon. 8 to 18 inches tall.","Native","Cones","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17891.00,163941.00,,"Cupressaceae","Juniperus communis var. depressa","Juniperus","communis","L.","var.","depressa","Pursh","David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","14",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Decumbent and clambering over rocks. Uncommon. 8 to 18 inches tall.","Native","Cones","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17892.00,163942.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","15",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Caespitose clumps on rocky balds. Uncommon.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17893.00,163942.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","15",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Caespitose clumps on rocky balds. Uncommon.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17894.00,163942.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","15",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Caespitose clumps on rocky balds. Uncommon.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17895.00,163943.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","16",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Rare. Well scattered individuals. Rocky substrate.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17896.00,163943.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","16",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Rare. Well scattered individuals. Rocky substrate.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17897.00,163943.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","16",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Rare. Well scattered individuals. Rocky substrate.","Native","Flowering","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17898.00,163945.00,,"Juncaceae","Luzula hitchcockii","Luzula","hitchcockii","Hamet-Ahti",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","17",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.",,"Native","Fruiting","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17899.00,163945.00,,"Juncaceae","Luzula hitchcockii","Luzula","hitchcockii","Hamet-Ahti",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","17",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.",,"Native","Fruiting","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17900.00,163945.00,,"Juncaceae","Luzula hitchcockii","Luzula","hitchcockii","Hamet-Ahti",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"Dale Blum","07-","17",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.",,"Native","Fruiting","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17901.00,163946.00,,"Celastraceae","Paxistima myrsinites","Paxistima","myrsinites","(Pursh) Raf.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"Dale Blum","07-","18",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Small shrub up to 2 feet tall. Uncommon.","Native","Sterile","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17902.00,163946.00,,"Celastraceae","Paxistima myrsinites","Paxistima","myrsinites","(Pursh) Raf.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"Dale Blum","07-","18",,"Megan A. Jensen, Steve Hahn, Steve Walker, Jesse Sorrells, Tim Rodgers",3.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge. Approximately 1/4 mile south of the Copper Ridge Lookout. (Peak 6260).",5656.00,1724.00,48.90,"W",-121.46,"N","GPS reading","NAD 83",10.00,612442.04,5417815.05,"Conversion algorithm","Subalpine, rocky bald with patches of lush herbaceous meadows scattered throughout. Soil is erosive and loose with areas of litter accumulation. Overall area is dry. Aspect 230 degrees. Slope 28 degrees.","Small shrub up to 2 feet tall. Uncommon.","Native","Sterile","{A20D75C9-0E8D-448C-BAB8-22A21E3B9884}",612442.03,5417815.34,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17903.00,163947.00,,"Saxifragaceae","Saxifraga ferruginea","Saxifraga","ferruginea","Grah.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1090",,,2.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Silesia Campground area.",5618.00,1713.00,48.89,"W",-121.48,"N","GPS reading","WGS 84",10.00,610783.30,5417175.02,"Conversion algorithm","North and west facing rocky outcroppings. Phyllodoce empetriformis and Harrimanella stellariana dominant.","Petals white; rosettes shallowly rooted. Common.","Native","Flowering","{67CFFAE6-9750-4664-BA5B-40EDB0EB0A73}",610783.30,5417174.94,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17904.00,163948.00,,"Lycopodiaceae","Diphasiastrum sitchense","Diphasiastrum","sitchense","(Rupr.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1091",,,2.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Silesia Campground area.",5618.00,1713.00,48.89,"W",-121.48,"N","GPS reading","WGS 84",10.00,610783.30,5417175.02,"Conversion algorithm","North and west facing rocky outcroppings. Phyllodoce empetriformis and Harrimanella stellariana dominant.","Rhizmatous. Growing in low mats among Harrimanella stellariana plants.","Native","Sterile","{67CFFAE6-9750-4664-BA5B-40EDB0EB0A73}",610783.30,5417174.94,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17905.00,163949.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1092",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Scattered in rocky outcropping.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17906.00,163949.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1092",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Scattered in rocky outcropping.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17907.00,163949.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1092",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Scattered in rocky outcropping.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17908.00,163951.00,,"Scrophulariaceae","Penstemon procerus var. tolmiei","Penstemon","procerus","Dougl.","var.","tolmiei","(Hook.) Cronq.","David Giblin",29.00,"Aug",2007.00,"Strickler, 1997",,"David Giblin",,"1093",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17909.00,163952.00,,"Ericaceae","Phyllodoce empetriformis","Phyllodoce","empetriformis","(Sw.) D. Don",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1094",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
