Replicate#	Destination Herbarium	NPS Accession Number	NPS Catalog Number	WTU Database ID	WTU Accession Number	Family	Scientific Name	Genus	Species	Author	Subspecific Rank	Subspecific taxon	Subspecific Author	Determiner	Determination Day	Determination Month	Determination Year	Determination Source	Collector Name	Collector Number Prefix	Collector Number	Collector Number Suffix	Associated Collector	Collection Day	Collection Month	Collection Year	Country	State	County	Locality	Elevation (ft.)	Elevation (m)	Dec. Latitude	N or S	Decimal Long.	W or E	Lat-Long Datum	Accuracy (m)	UTM Zone	Easting	Northing	Datum	UTM Source	Site description	Specimen Details	Origin	Phenology	
2	WTU	MORA-523	17238	164144		Poaceae	Elymus elymoides ssp. brevifolius	Elymus	elymoides		ssp.	brevifolius	(J.G. Sm.) Barkworth	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		364		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.	Scattered on rocks.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17239	164144		Poaceae	Elymus elymoides ssp. brevifolius	Elymus	elymoides		ssp.	brevifolius	(J.G. Sm.) Barkworth	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		364		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.	Scattered on rocks.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17240	164145		Cyperaceae	Carex subnigricans	Carex	subnigricans	Stacey				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		365		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.		Native	Flowering & Fruiting	
2	WTU	MORA-523	17241	164145		Cyperaceae	Carex subnigricans	Carex	subnigricans	Stacey				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		365		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.		Native	Flowering & Fruiting	
3	UBC	MORA-523	17242	164145		Cyperaceae	Carex subnigricans	Carex	subnigricans	Stacey				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		365		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.		Native	Flowering & Fruiting	
1	MORA	MORA-523	17243	164146		Juncaceae	Luzula hitchcockii	Luzula	hitchcockii	Hamet-Ahti				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		366		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.	Scattered in meadow.	Native	Fruiting	
2	WTU	MORA-523	17244	164146		Juncaceae	Luzula hitchcockii	Luzula	hitchcockii	Hamet-Ahti				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		366		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.	Scattered in meadow.	Native	Fruiting	
3	UBC	MORA-523	17245	164146		Juncaceae	Luzula hitchcockii	Luzula	hitchcockii	Hamet-Ahti				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		366		"Vicky Weafer, Richard Ramsden, David Giblin, Dan Paquette"	13	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Crystal Lakes area. About 0.75 kilometer from junction with Pacific Crest trail.	6330	1930	46.90455	N	-121.50097	W	WGS 84	7	10	614167	5195648	WGS 84	Conversion algorithm	South-facing slope with some talus.	Scattered in meadow.	Native	Fruiting	
1	MORA	MORA-523	17246	164171		Caryophyllaceae	Silene parryi	Silene	parryi	(Wats.) Hitchc. & Mag.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		367		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Scattered. White corollas; petals with 2, occasionally 3, large lobes and two smaller outer lobes; appendages similarly lobed; the 2 large lobes serrate; glandular."	Native	Flowering	
2	WTU	MORA-523	17247	164171		Caryophyllaceae	Silene parryi	Silene	parryi	(Wats.) Hitchc. & Mag.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		367		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Scattered. White corollas; petals with 2, occasionally 3, large lobes and two smaller outer lobes; appendages similarly lobed; the 2 large lobes serrate; glandular."	Native	Flowering	
3	UBC	MORA-523	17248	164171		Caryophyllaceae	Silene parryi	Silene	parryi	(Wats.) Hitchc. & Mag.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		367		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Scattered. White corollas; petals with 2, occasionally 3, large lobes and two smaller outer lobes; appendages similarly lobed; the 2 large lobes serrate; glandular."	Native	Flowering	
1	MORA	MORA-523	17249	164172		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		368		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose sandy or rocky substrate.	Native	Flowering	
2	WTU	MORA-523	17250	164172		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		368		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose sandy or rocky substrate.	Native	Flowering	
3	UBC	MORA-523	17251	164172		Polygonaceae	Eriogonum pyrolifolium var. coryphaeum	Eriogonum	pyrolifolium	Hook.	var.	coryphaeum	T. & G.	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		368		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose sandy or rocky substrate.	Native	Flowering	
1	MORA	MORA-523	17252	164173		Polemoniaceae	Collomia debilis var. larsenii	Collomia	debilis	(S. Wats.) Greene	var.	larsenii	(Gray) Brand	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		369		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Corollas bluish-purple. Northwest slope about 55 degrees, 5 meters below trail."	Native	Flowering	
2	WTU	MORA-523	17253	164173		Polemoniaceae	Collomia debilis var. larsenii	Collomia	debilis	(S. Wats.) Greene	var.	larsenii	(Gray) Brand	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		369		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Corollas bluish-purple. Northwest slope about 55 degrees, 5 meters below trail."	Native	Flowering	
3	UBC	MORA-523	17254	164173		Polemoniaceae	Collomia debilis var. larsenii	Collomia	debilis	(S. Wats.) Greene	var.	larsenii	(Gray) Brand	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		369		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	"Corollas bluish-purple. Northwest slope about 55 degrees, 5 meters below trail."	Native	Flowering	
1	MORA	MORA-523	17255	164174		Asteraceae	Erigeron aureus	Erigeron	aureus	Greene				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		370		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered in talus.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17256	164174		Asteraceae	Erigeron aureus	Erigeron	aureus	Greene				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		370		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered in talus.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17257	164174		Asteraceae	Erigeron aureus	Erigeron	aureus	Greene				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		370		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered in talus.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17258	164175		Scrophulariaceae	Castilleja rupicola	Castilleja	rupicola	Piper				David Giblin	10	Sep	2007	H&C	Megan A. Jensen		371		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Uncommon. Bracts red to purplish.	Native	Flowering	
2	WTU	MORA-523	17259	164175		Scrophulariaceae	Castilleja rupicola	Castilleja	rupicola	Piper				David Giblin	10	Sep	2007	H&C	Megan A. Jensen		371		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Uncommon. Bracts red to purplish.	Native	Flowering	
1	MORA	MORA-523	17260	164176		Scrophulariaceae	Penstemon davidsonii var. menziesii	Penstemon	davidsonii	Greene	var.	menziesii	(Keck) Cronq.	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		372		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Growing in rocky outcropping. Scattered.	Native	Flowering	
1	MORA	MORA-523	17261	164177		Asteraceae	Luina hypoleuca	Luina	hypoleuca	Benth.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		373		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Rare. Base of rocky face.	Native	Flowering	
2	WTU	MORA-523	17262	164177		Asteraceae	Luina hypoleuca	Luina	hypoleuca	Benth.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		373		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Rare. Base of rocky face.	Native	Flowering	
3	UBC	MORA-523	17263	164177		Asteraceae	Luina hypoleuca	Luina	hypoleuca	Benth.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		373		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Rare. Base of rocky face.	Native	Flowering	
1	MORA	MORA-523	17264	164178		Crassulaceae	Sedum lanceolatum var. rupicolum	Sedum	lanceolatum	Torr.	var.	rupicolum	(Jones) Hitchc.	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		374		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Corollas yellow. Uncommon.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17265	164179		Asteraceae	Artemisia furcata	Artemisia	furcata	Bieb.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		376		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered throughout talus.	Native	Flowering	
2	WTU	MORA-523	17266	164179		Asteraceae	Artemisia furcata	Artemisia	furcata	Bieb.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		376		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered throughout talus.	Native	Flowering	
3	UBC	MORA-523	17267	164179		Asteraceae	Artemisia furcata	Artemisia	furcata	Bieb.				David Giblin	10	Sep	2007	FNA	Megan A. Jensen		376		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Scattered throughout talus.	Native	Flowering	
1	MORA	MORA-523	17268	164180		Fabaceae	Lupinus lepidus var. lobbii	Lupinus	lepidus	Dougl.	var.	lobbii	(Gray) Hitchc.	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		377		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Growing in rocky soil; uncommon in flat areas.	Native	Flowering	
1	MORA	MORA-523	17269	164181		Apiaceae	Lomatium martindalei var. angustatum	Lomatium	martindalei	Coult. & Rose	var.	angustatum	Coult. & Rose	David Giblin	10	Sep	2007	H&C	Megan A. Jensen		378		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Growing on steep gravelly slope.	Native	Flowering	
1	MORA	MORA-523	17270	164182		Poaceae	Festuca brachyphylla ssp. brachyphylla	Festuca	brachyphylla	J.A. Schultes ex J.A. & J.H. Schultes	ssp.	brachyphylla		David Giblin	10	Sep	2007	FNA	Megan A. Jensen		379		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in patch of Arctostaphylos.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17271	164182		Poaceae	Festuca brachyphylla ssp. brachyphylla	Festuca	brachyphylla	J.A. Schultes ex J.A. & J.H. Schultes	ssp.	brachyphylla		David Giblin	10	Sep	2007	FNA	Megan A. Jensen		379		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in patch of Arctostaphylos.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17272	164182		Poaceae	Festuca brachyphylla ssp. brachyphylla	Festuca	brachyphylla	J.A. Schultes ex J.A. & J.H. Schultes	ssp.	brachyphylla		David Giblin	10	Sep	2007	FNA	Megan A. Jensen		379		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in patch of Arctostaphylos.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17273	164183		Poaceae	Elymus elymoides ssp. brevifolius	Elymus	elymoides		ssp.	brevifolius	(J.G. Sm.) Barkworth	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		380		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose rocky soil on south side of ridge.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17274	164183		Poaceae	Elymus elymoides ssp. brevifolius	Elymus	elymoides		ssp.	brevifolius	(J.G. Sm.) Barkworth	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		380		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose rocky soil on south side of ridge.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17275	164183		Poaceae	Elymus elymoides ssp. brevifolius	Elymus	elymoides		ssp.	brevifolius	(J.G. Sm.) Barkworth	David Giblin	10	Sep	2007	FNA	Megan A. Jensen		380		"Richard Ramsden, Dan Paquette, Judy Runge"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Near Fremont Lookout.	7191	2192	46.93221	N	-121.67455	W	NAD 83		10	600895	5198484	WGS 84	Conversion algorithm	Steep north facing talus slope and flat top of ridge. Dry loose soil.	Common in loose rocky soil on south side of ridge.	Native	Flowering & Fruiting	
