"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230049","SAJH-00081","Poaceae","Aira praecox L.","yellow hairgrass","Steve Hahn","860",6/13/2001 0:00:00,,"Steve Hahn",6/14/2001 0:00:00,"English Camp: summit of Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489870/5381240",198,"Dry-- rocky-- outcroppings-- specimen collected from a swale between rocks with deeper soil",0,0,"mineral soil","Aira caryophyllea/Arrhenatherum elatius/Hypochaeris radicata/Rubus ursinus","SAJH",5381240,489870,,"",,"Aira praecox"
"SAJH  230050","SAJH-00081","Asteraceae","Symphyotrichum eatonii (Gray) Nesom","Eaton's aster","Ken Arzarian","10",9/18/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  along the bluff trail-- west of Alaska Packer's rock","San Juan Island National Historical Park","SAN JUAN","WA","10/499450/5367075",6,"Open meadow-- full sunlight-- very dry and exposed to the elements",5,180,"mineral soil","Rubus ursinus/Holcus lanatus/Hypochaeris radicata/Pteridium aqualinum","SAJH",5367075,499450,,"",,"Symphyotrichum eatonii"
"SAJH  230051","SAJH-00081","Polypodiaceae","Athyrium filix-femina (L.) Roth.","ladyfern","Teresa DeKoker","81",6/22/2001 0:00:00,,"Steve Hahn",6/22/2001 0:00:00,"American Camp:  Jakle's Lagoon trail","San Juan Island National Historical Park","SAN JUAN","WA","10/500653/5367724",12,"Coniferous forest-- adjacent to an old roadbed-- partial sun",6,261,"duff/moss","Tiarella trifoliata/Polystichum munitum/Holodiscus discolor","SAJH",5367724,500653,,"",,"Athyrium filix-femina"
"SAJH  230052","SAJH-00081","Chenopodiaceae","Atriplex patula L. ssp. patula","spear saltbush","Ken Arzarian","8",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex patula ssp. patula"
"SAJH  230053","SAJH-00081","Chenopodiaceae","Atriplex patula L. ssp. patula","spear saltbush","Ken Arzarian","9",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex patula ssp. patula"
"SAJH  230054","SAJH-00081","Chenopodiaceae","Atriplex patula L. ssp. patula","spear saltbush","Ken Arzarian","12",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex patula ssp. patula"
"SAJH  230055","SAJH-00081","Chenopodiaceae","Atriplex prostrata Boucher ex DC.","prostrate orache","Ken Arzarian","6",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex prostrata"
"SAJH  230056","SAJH-00081","Chenopodiaceae","Atriplex prostrata Boucher ex DC.","prostrate orache","Ken Arzarian","15",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex prostrata"
"SAJH  230057","SAJH-00081","Chenopodiaceae","Atriplex cristata Humb. & Bonpl. ex Willd.","prostrate orache","Ken Arzarian","7",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex cristata"
"SAJH  230058","SAJH-00081","Chenopodiaceae","Atriplex prostrata Boucher ex DC.","crested saltbush","Ken Arzarian","13",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex prostrata"
"SAJH  230059","SAJH-00081","Chenopodiaceae","Atriplex prostrata Boucher ex DC.","crested saltbush","Ken Arzarian","14",9/25/2001 0:00:00,,"Steve Hahn",10/23/2001 0:00:00,"American Camp:  Jakle's Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500900/5367650",2,"Occurs in saline soil-- alongside a saltpond adjacent to the shoreline-- full sunlight",0,0,"mineral soil","Other Chenopodium's","SAJH",5367650,500900,,"",,"Atriplex prostrata"
"SAJH  230060","SAJH-00081","Brassicaceae","Barbarea orthoceras Ledeb.","American wintercress","Steve Hahn","183",6/27/2001 0:00:00,,"Steve Hahn",9/19/2001 0:00:00,"American Camp:  along the Cattle Point Road-- east of 4th of July Beach parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499496/5368264",8,"Growing on a disturbed and compacted roadside-- partial sun",8,69,"gravel","Rosa nutkana/Geranium molle/Rubus spectabilis","SAJH",5368264,499496,,"",,"Barbarea orthoceras"
"SAJH  230061","SAJH-00081","Asteraceae","Bellis perennis L.","English daisy","Steve Hahn","8",5/23/2001 0:00:00,,"Steve Hahn",5/23/2001 0:00:00,"American Camp:  along the way trail from Jakle's Lagoon parking lot to Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500050/5367875",14,"Disturbed and compacted soil along the trail and into the meadow",10,304,"compact soil","Vicia americana/Pteridium aquilinum/Lomatium nudicaulis/Poa pratensis","SAJH",5367875,500050,,"",,"Bellis perennis"
"SAJH  230062","SAJH-00081","Liliaceae","Brodiaea coronaria (Saliab.) Engl.","harvest brodiaea","Teresa DeKoker","22",6/7/2001 0:00:00,,"Steve Hahn",6/7/2001 0:00:00,"American Camp:  South Beach-- on sandy flats southeast of the sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/500500/5366890",3,"Prairie community--M87 growing between sand dunes and sparsely vegetated sand flats",56,170,"sandy soil","Bromus sp./Pteridium aqualinum/Hypochaeris radicata","SAJH",5366890,500500,,"",,"Brodiaea coronaria"
"SAJH  230063","SAJH-00081","Poaceae","Bromus hordeaceus L. ssp. hordeaceus","soft brome","Teresa DeKoker","6",6/6/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  between the Laundress' and the Officers' Quarters","San Juan Island National Historical Park","SAN JUAN","WA","10/498462/5367848",46,"Manicured lawn adjacent to the trail",1,215,"mineral soil","Dactylis glomerata/Aira caryophyllea/Festuca sp.","SAJH",5367848,498462,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus hordeaceus ssp. hordeaceus"
"SAJH  230064","SAJH-00081","Poaceae","Bromus hordeaceus L. ssp. hordeaceus","soft brome","Steve Hahn","423",6/6/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  between the Laundress' and the Officers' Quarters","San Juan Island National Historical Park","SAN JUAN","WA","10/498462/5367848",46,"Manicured lawn adjacent to the trail",1,215,"mineral soil","Dactylis glomerata/Aira caryophyllea/Festuca sp.","SAJH",5367848,498462,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus hordeaceus ssp. hordeaceus"
"SAJH  230065","SAJH-00081","Poaceae","Bromus hordeaceus L. ssp. hordeaceus","soft brome","Teresa DeKoker","118",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  eastern edge of Third Lagoon-- close to the park boundary","San Juan Island National Historical Park","SAN JUAN","WA","10/501937/5367573",0,"On a driftwood log-- floating in a brackish water lagoon",0,340,"mud","Puccinellia nutkaensis/Salicornia virginica/Triglochin maritima","SAJH",5367573,501937,,"",,"Bromus hordeaceus ssp. hordeaceus"
"SAJH  230066","SAJH-00081","Poaceae","Bromus hordeaceus L. ssp. hordeaceus","soft brome","Steve Hahn","25",5/23/2001 0:00:00,,"Steve Hahn",10/10/2001 0:00:00,"American Camp:  meadow below the Jakle's Lagoon parking lot-- near Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5368000",32,"Grass dominated prairie",6,21,"gravelly soil","Holcus lanatus/Vicia sativa/Vicia hirsuta/Hypochaeris radicata","SAJH",5368000,500075,,"",,"Bromus hordeaceus ssp. hordeaceus"
"SAJH  230067","SAJH-00081","Poaceae","Bromus hordeaceus L. ssp. hordeaceus","soft brome","Steve Hahn","379",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  eastern edge of Third Lagoon-- close to the park boundary","San Juan Island National Historical Park","SAN JUAN","WA","10/501937/5367573",0,"On a driftwood log-- floating in a brackish water lagoon",0,340,"mud","Puccinellia nutkaensis/Salicornia virginica/Triglochin maritima","SAJH",5367573,501937,,"",,"Bromus hordeaceus ssp. hordeaceus"
"SAJH  230068","SAJH-00081","Poaceae","Bromus rigidus Roth","ripgut brome","Steve Hahn","370",7/20/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  main prairie","San Juan Island National Historical Park","SAN JUAN","WA","10/499400/5367380",32,"Prairie community dominated by non-native grasses-- full sun",1,170,"mineral soil","Holcus lanatus/Hypochaeris radicata/Rumex acetosella","SAJH",5367380,499400,,"",,"Bromus rigidus"
"SAJH  230069","SAJH-00081","Poaceae","Bromus rigidus Roth","ripgut brome","Teresa DeKoker","115",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  South Beach parking area-- west end","San Juan Island National Historical Park","SAN JUAN","WA","10/499508/5367079",2,"Meadow adjacent to a parking area dominated by exotics-- sandy soil-- full sun",1,190,"sand","Circium arvense/Holcus lanatus/Vicia gigantea","SAJH",5367079,499508,,"",,"Bromus rigidus"
"SAJH  230070","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","108",6/6/2001 0:00:00,,"Teresa DeKoker",6/7/2001 0:00:00,"American Camp:  along the way trail-- just past the Hudson Bay Co. flagpole","San Juan Island National Historical Park","SAN JUAN","WA","10/498345/5367410",37,"Prairie dominated by non-native grasses",1,195,"mineral soil","Dactylis glomerata/Hypochaeris radicata/Festuca sp.","SAJH",5367410,498345,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus sitchensis var. sitchensis"
"SAJH  230071","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","211",7/9/2001 0:00:00,,"Teresa DeKoker",7/10/2001 0:00:00,"American Camp:  Finlayson Ridge Trail","San Juan Island National Historical Park","SAN JUAN","WA","10/500444/5367371",43,"Non-native meadow dominated by rhizomatous grasses-- partial sun",5,78,"mineral soil","Holcus lanatus/Hypochaeris radicata/Dactylis glomerata","SAJH",5367371,500444,,"",,"Bromus sitchensis var. sitchensis"
"SAJH  230072","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","26",5/23/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  meadow below the Jakle's Lagoon parking lot-- near Old Town Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500075/5368000",18,"Open meadow dominated by non-native plants-- interspersed with native vegetation",14,28,"mineral soil","Holcus lanatus/Poa pratensis","SAJH",5368000,500075,,"",,"Bromus sitchensis var. sitchensis"
"SAJH  230073","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","214",7/10/2001 0:00:00,,"Steve Hahn",7/10/2001 0:00:00,"American Camp:  along the trail to the the Hudson Bay co. flagpole","San Juan Island National Historical Park","SAN JUAN","WA","10/498346/5367476",37,"Prairie dominated by non-native rhizomatous grasses",6,200,"mineral soil","Holcus lanatus/Poa pratensis/Rosa nutkana","SAJH",5367476,498346,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus sitchensis var. sitchensis"
"SAJH  230074","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Teresa DeKoker","167",7/30/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  north of the Cattle Point road","San Juan Island National Historical Park","SAN JUAN","WA","10/500525/5367275",43,"Prairie-forest edge",7,70,"moss","Cirsium arvense/Poa pratensis","SAJH",5367275,500525,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus sitchensis var. sitchensis"
"SAJH  230075","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","414",6/6/2001 0:00:00,,"Teresa DeKoker",6/7/2001 0:00:00,"American Camp:  along the trail-- just past the Hudson Bay Co. flagpole","San Juan Island National Historical Park","SAN JUAN","WA","10/498345/5367409",37,"Prairie dominated by non-native grasses",1,195,"mineral soil","Dactylis glomerata/Hypochaeris radicata/Festuca sp.","SAJH",5367409,498345,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus sitchensis var. sitchensis"
"SAJH  230076","SAJH-00081","Poaceae","Bromus sitchensis (Trin.) var. sitchensis","Sitka brome","Steve Hahn","425",7/9/2001 0:00:00,,"Teresa DeKoker",7/10/2001 0:00:00,"American Camp:  Finlayson Ridge Trail","San Juan Island National Historical Park","SAN JUAN","WA","10/500444/5367371",43,"Non-native meadow dominated by rhizomatous grasses-- partial sun",5,78,"mineral soil","Holcus lanatus/Hypochaeris radicata/Dactylis glomerata","SAJH",5367371,500444,,"",,"Bromus sitchensis var. sitchensis"
"SAJH  230077","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Teresa DeKoker","116",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp:  South Beach parking area--west end","San Juan Island National Historical Park","SAN JUAN","WA","10/499508/5367079",2,"Exposed sandy flat-- adjacent to the beach-parking area",1,190,"sand/gravel","Circium arvense/Holcus lanatus/Vicia gigantea","SAJH",5367079,499508,,"",,"Bromus sterilis"
"SAJH  230078","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Steve Hahn","144",6/15/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"English Camp:  parade grounds","San Juan Island National Historical Park","SAN JUAN","WA","10/488889/5381609",3,"Un-mowed portion of the Parade Grounds",1,245,"mineral soil","Holcus lanatus/Hypochaeris radicata/Lathyrus japonicus","SAJH",5381609,488889,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Bromus sterilis"
"SAJH  230079","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Steve Hahn","377",7/2/2001 0:00:00,,"Teresa DeKoker",7/3/2001 0:00:00,"American Camp: South Beach parking area-- west end","San Juan Island National Historical Park","SAN JUAN","WA","10/499508/5367079",2,"Exposed sandy flat-- adjacent to the beach-parking area",1,190,"sand/gravel","Circium arvense/Holcus lanatus/Vicia gigantea","SAJH",5367079,499508,,"",,"Bromus sterilis"
"SAJH  230080","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Teresa DeKoker","14",6/7/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/499975/5367550",15,"Sand dune community-- full sun",10,126,"mineral soil","Lupinusu littoralis/Abronia latifolia/Circium arvense","SAJH",5367550,499975,,"",,"Bromus sterilis"
"SAJH  230081","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Steve Hahn","430",6/7/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/499975/5367550",15,"Sand dune community-- full sun",10,126,"mineral soil","Lupinusu littoralis/Abronia latifolia/Circium arvense","SAJH",5367550,499975,,"",,"Bromus sterilis"
"SAJH  230082","SAJH-00081","Poaceae","Bromus sterilis L.","sterile brome","Steve Hahn","431",6/7/2001 0:00:00,,"Steve Hahn",9/18/2001 0:00:00,"American Camp:  sand dunes","San Juan Island National Historical Park","SAN JUAN","WA","10/499975/5367550",15,"Sand dune community-- full sun",10,126,"mineral soil","Lupinusu littoralis/Abronia latifolia/Circium arvense","SAJH",5367550,499975,,"",,"Bromus sterilis"
"SAJH  230083","SAJH-00081","Brassicaceae","Cakile maritima Scop.","European searocket","Teresa DeKoker","1",6/5/2001 0:00:00,,"Steve Hahn",6/6/2001 0:00:00,"American Camp: Old Towne lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500060/5368115",1,"Occurs in cracks of driftwood logs piled above the high tide line-- as well as in the sand",0,33,"sand/driftwood","Ambrosia chamissonis/Lathyrus japonicus/Bromus sterilis","SAJH",5368115,500060,,"",,"Cakile maritima"
"SAJH  230084","SAJH-00081","Brassicaceae","Cakile maritima Scop.","European searocket","Steve Hahn","265",8/3/2001 0:00:00,,"Steve Hahn",8/3/2001 0:00:00,"American Camp:  South Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499668/5367012",2,"Clambering among the drift logs above the high tide line-- full sun",11,182,"sand","Ambrosia chamissonis/Lathyrus japonicus","SAJH",5367012,499668,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cakile maritima"
"SAJH  230085","SAJH-00081","Brassicaceae","Cakile maritima Scop.","European searocket","Steve Hahn","358",6/5/2001 0:00:00,,"Steve Hahn",6/6/2001 0:00:00,"American Camp:  Old Towne lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500060/5368115",1,"Occurs in cracks of driftwood logs piled above the high tide line-- as well as in the sand",0,33,"sand/driftwood","Ambrosia chamissonis/Lathyrus japonicus/?Bromus sterilis","SAJH",5368115,500060,,"",,"Cakile maritima"
