Herbarium	Accession Number	Family	Genus	Species	Species Author	Subtype	Subtaxon	Subtaxon Author	ID Doubted	Scientific Name	Accepted Name (Taxon Name)	Determiner	Determination Day	Determination Month	Determination Year	Collector	Collector Number Prefix	Collector Number	Collector Number Suffix	Full Collector Number	Associated Collectors	Collection Day	Collection Month	Collection Year	Site Code	Country	State	County	Locality	Elevation (Feet)	Elevation (Meters)	Latitude Degrees	Latitude Minutes	Latitude Seconds	North or South	Longitude Degrees	Longitude Minutes	Longitude Seconds	West or East	Site Description	Specimen Description	Origin	Phenology
WTU	357115	Poaceae	Elymus	glaucus	Buckl.	var.	glaucus			Elymus glaucus var. glaucus	Elymus glaucus ssp. glaucus	Ben Legler	13	Oct	2004	Jeff Walker		272		272		10	Sep	2004	Jeff Walker_2004-Sep-10__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; east side of Perego?s Lagoon."	5	2	48	12	6	N	122	43	53	W		Cespitose; base of dry grassy slope.	Native	Fruiting
WTU	356253	Poaceae	Elymus	mollis	Trin.					Elymus mollis	Leymus mollis ssp. mollis	Ben Legler	14	Jul	2004	Ben Legler		1686		1686		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Stems scattered singly through drier parts of marsh.	Native	Fertile
WTU	356620	Poaceae	Festuca	arundinacea	Schreb.					Festuca arundinacea	Lolium arundinaceum	Ben Legler	14	Jul	2004	Ben Legler		1704		1704		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Common along base of bluff.	Introduced	Fertile
WTU	356254	Poaceae	Festuca	bromoides	L.					Festuca bromoides	Vulpia bromoides	Ben Legler	14	Jul	2004	Ben Legler		1687		1687		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Common in drier parts of marsh.	Introduced	Fertile
WTU	357060	Poaceae	Festuca	idahoensis	Elmer	var.	idahoensis			Festuca idahoensis var. idahoensis	Festuca idahoensis	Ben Legler	13	Oct	2004	Jeff Walker		259		259		10	Sep	2004	Jeff Walker_2004-Sep-10__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; south end of Perego?s Lagoon."	5	2	48	11	50	N	122	43	30	W		Rare; leaves blue.	Native	Fruiting
WTU	356249	Poaceae	Festuca	megalura	Nutt.					Festuca megalura	Vulpia myuros	Ben Legler	14	Jul	2004	Ben Legler		1702		1702		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Scattered in dry soil at base of bluff.	Native	Fertile
WTU	356627	Poaceae	Festuca	occidentalis	Hook.					Festuca occidentalis	Festuca occidentalis	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	109		PWD 109	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3km north of main parking lot along main trail.  Collecting below trail and in nearby Pseudotsuga forest."	197	60	48	11	.882	N	122	43	.369	W	"Dry conifer woods; Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon, Rhododendron macrophyllum."	Caespitose; leaves green; inflorescence droops; rare.	Native	Fertile
WTU	356256	Poaceae	Festuca	rubra	L.					Festuca rubra	Festuca rubra	Ben Legler	14	Jul	2004	Ben Legler		1693		1693		4	Jun	2004	Ben Legler_2004-Jun-4__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; State Park property along bluff 1/4 mile N of parking area on Hill Road."	7	2	48	11.64		N	122	42.67		W	Steep SW-facing sandy-gravelly bluff directly above cobble beach.	Stems tufted; small patch on eroding sandy part of bluff.	Native	Fertile
WTU	356624	Poaceae	Festuca	rubra	L.					Festuca rubra	Festuca rubra	Ben Legler	14	Jul	2004	Ben Legler		1681		1681		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	"Stems tufted in drier, organic soil at base of bluff."	Native	Fertile
WTU	356969	Poaceae	Festuca	rubra	L.					Festuca rubra	Festuca rubra	Ben Legler	7	Sep	2004	Ben Legler		1567		1567		7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	In dense tufts among drift logs.	Native	Fertile
WTU	356255	Poaceae	Holcus	lanatus	L.					Holcus lanatus	Holcus lanatus	Ben Legler	14	Jul	2004	Ben Legler		1688		1688		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Scattered along base of bluff.	Introduced	Fertile
WTU	356966	Poaceae	Holcus	lanatus	L.					Holcus lanatus	Holcus lanatus	Ben Legler	7	Sep	2004	Ben Legler		1695		1695		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Scattered in dry soil along base of bluff.	Introduced	Fertile
WTU	356621	Poaceae	Hordeum	brachyantherum	Nevski					Hordeum brachyantherum	Hordeum brachyantherum	Ben Legler	14	Jul	2004	Ben Legler		1685		1685		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Inflorescences reddish; common in drier soils around marsh.	Native	Fertile
WTU	356626	Poaceae	Hordeum	brachyantherum	Nevski					Hordeum brachyantherum	Hordeum brachyantherum	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	114		PWD 114	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__F	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, SE end of Lagoon."	4	1	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Cespitose; inflorescence nods; occasional in turf above Salicornia zone.	Native	Fertile
WTU	356623	Poaceae	Hordeum	murinum	L.					Hordeum murinum	Hordeum murinum	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	115		PWD 115	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__G	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and state park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	With Poa annua in gravelly soil.	Introduced	Fertile
WTU	355381	Poaceae	Leymus	mollis	(Trin.) Pilger					Leymus mollis	Leymus mollis	Ben Legler	27	May	2004	Ben Legler		1494		1494		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Rhizomatous; glaucous plants; common along immediate beach in driftwood; anthers pale yellow.	Native	Fertile
WTU	356487	Poaceae	Lolium	multiflorum	Lam.					Lolium multiflorum	Lolium perenne ssp. multiflorum	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	88		PWD 88	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.789		N	122	43.020		W	"Ruderal species invading unplowed field: Brassicaceae, Amsinckia, Sisymbrium."	Rare.	Introduced	Fertile
WTU	356618	Poaceae	Melica	subulata	(Griseb.) Scribn.	var.	subulata			Melica subulata var. subulata	Melica subulata var. subulata	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	69		PWD 69		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Native	Fruiting
WTU	355638	Poaceae	Poa	annua	L.					Poa annua	Poa annua	Ben Legler	27	May	2004	Ben Legler		1482		1482		30	Apr	2004	Ben Legler_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and State Park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	"Common in sand, gravel in parking lot."	Introduced	Fertile
WTU	355651	Poaceae	Poa	bulbosa	L.					Poa bulbosa	Poa bulbosa	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	21		PWD 21		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  A little over KM from parking lot, north on trail, at entrance of Robert Pratt Preserve."	137	42	48	11.757		N	122	42.993		W	Edge of bluff.	To 25 cm.	Introduced	Fruiting
WTU	357728	Poaceae	Poa	confinis	Vasey					Poa confinis	Poa confinis	Ben Legler	25	Oct	2004	Ben Legler		1500		1500		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Uncommon; short-rhizomatous; in sand behind driftwood.	Native	Flowering
WTU	357729	Poaceae	Poa	pratensis	L.					Poa pratensis	Poa pratensis	Ben Legler	1	Nov	2004	Ben Legler		1501		1501		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Uncommon; short-rhizomatous; in sand behind driftwood.	Introduced	Flowering
WTU	357723	Poaceae	Poa	pratensis	L.					Poa pratensis	Poa pratensis	Ben Legler	25	Oct	2004	Ben Legler		1677		1677		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Scattered at base of bluff. (NAD83)	Introduced	Flowering
WTU	357730	Poaceae	Poa	pratensis	L.					Poa pratensis	Poa pratensis	Ben Legler	1	Nov	2004	Peter W. Dunwiddie	PWD 	25		PWD 25		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  A little over KM from parking lot, north on trail, at entrance of Robert Pratt Preserve."	137	42	48	11.757		N	122	42.993		W	Edge of bluff.		Introduced	Flowering
WTU	357731	Poaceae	Poa	pratensis	L.					Poa pratensis	Poa pratensis	Ben Legler	1	Nov	2004	Peter W. Dunwiddie	PWD 	33		PWD 33		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."		Introduced	Flowering
WTU	357733	Poaceae	Poa	pratensis	L.					Poa pratensis	Poa pratensis	Ben Legler	1	Nov	2004	Peter W. Dunwiddie	PWD 	63		PWD 63		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Introduced	Flowering
WTU	356971	Poaceae	Poa	trivialis	L.					Poa trivialis	Poa trivialis	Ben Legler	7	Sep	2004	Peter W. Dunwiddie	PWD 	87		PWD 87	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.789		N	122	43.020		W	"Ruderal species invading unplowed field: Brassicaceae, Amsinckia, Sisymbrium."	Occasional.	Introduced	Fertile
WTU	356250	Poaceae	Polypogon	monspeliensis	(L.) Desf.					Polypogon monspeliensis	Polypogon monspeliensis	Ben Legler	14	Jul	2004	Ben Legler		1701		1701		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	In dry gravelly soil and on decaying logs bordering marsh.	Introduced	Fertile
WTU	356965	Poaceae	Puccinellia	nuttalliana	(Schult.) Hitchc.					Puccinellia nuttalliana	Puccinellia nuttalliana	Ben Legler	7	Sep	2004	Ben Legler		1679		1679		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Stems clumped in drier soil adjacent to marsh.	Native	Flowering
WTU	356963	Poaceae	Trisetum	cernuum	Trin.					Trisetum cernuum	Trisetum canescens	Ben Legler	7	Sep	2004	Peter W. Dunwiddie	PWD 	112		PWD 112	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3km north of main parking lot along main trail.  Collecting below trail and in nearby Pseudotsuga forest."	197	60	48	11	.882	N	122	43	.369	W	"Dry conifer woods; Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon, Rhododendron macrophyllum."	Cespitose; inflorescence drooping; rare; deep shade.	Native	Flowering
WTU	356970	Poaceae	Vulpia	bromoides	(L.) S.F. Gray					Vulpia bromoides	Vulpia bromoides	Ben Legler	7	Sep	2004	Ben Legler		1486		1486		30	Apr	2004	Ben Legler_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and State Park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	On gravelly margin of parking lot.	Introduced	Fertile
WTU	356967	Poaceae	Vulpia	bromoides	(L.) S.F. Gray					Vulpia bromoides	Vulpia bromoides	Ben Legler	7	Sep	2004	Ben Legler		1570		1570		7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	Fairly common in drier areas of marsh.	Introduced	Fertile
WTU	356973	Poaceae	Vulpia	bromoides	(L.) S.F. Gray					Vulpia bromoides	Vulpia bromoides	Ben Legler	7	Sep	2004	Peter W. Dunwiddie	PWD 	16		PWD 16		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park, along the bluff north of the parking lot."	60	18	48	11.641		N	122	42.592		W	"At crest of bluff, edge of trail and hayfield.  Abundant Bromus rigidus."		Introduced	Fertile
WTU	356972	Poaceae	Vulpia	bromoides	(L.) S.F. Gray					Vulpia bromoides	Vulpia bromoides	Ben Legler	30	Apr	2004	Peter W. Dunwiddie	PWD 	82		PWD 82		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Introduced	Fertile
WTU		Poaceae	(unidentified)							(unidentified)						Peter W. Dunwiddie	PWD 	10		PWD 10		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park, along the bluff north of the parking lot."	60	18	48	11.641		N	122	42.592		W	"At crest of bluff, edge of trail and hayfield.  Abundant Bromus rigidus."			Flowering
WTU	357104	Polygonaceae	Polygonum	arenastrum	Jord. ex Boreau					Polygonum arenastrum	Polygonum arenastrum	Ben Legler	7	Oct	2004	Don Knoke		722		722		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Flowers white; uncommon; gravelly soil.	Introduced	Flowering & Fruiting
WTU	355870	Polygonaceae	Polygonum	paronychia	Cham. & Schlecht.					Polygonum paronychia	Polygonum paronychia	Ben Legler	26	May	2004	Ben Legler		1575		1575	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	Flowers white with green ?veins?; matted shrub in gravel and sand by drift logs.	Native	Flowering
WTU	355646	Polygonaceae	Rumex	acetosella	L.					Rumex acetosella	Rumex acetosella	Ben Legler	26	May	2004	Ben Legler		1499		1499		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Scattered along trail by beach; inflorescence reddish.	Introduced	Flowering
WTU	355377	Polygonaceae	Rumex	acetosella	L.					Rumex acetosella	Rumex acetosella	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	55		PWD 55		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3 km north of main parking lot along main trail.  "	197	60	48	11.882		N	122	43.369		W	Collecting below trail and in nearby Pseudotsuga forest.		Introduced	Fertile
WTU	357722	Polygonaceae	Rumex	crispus	L.					Rumex crispus	Rumex crispus	Ben Legler	26	Oct	2004	Don Knoke		720		720		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Uncommon; gravelly soil.	Introduced	Fruiting
WTU	357118	Polygonaceae	Rumex	crispus	L.					Rumex crispus	Rumex crispus	Ben Legler	7	Oct	2004	Jeff Walker		264		264		10	Sep	2004	Jeff Walker_2004-Sep-10__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; around the western and northern edges of Perego?s Lagoon."	5	2	48	12	8	N	122	44	5	W		"Growing with Leymus mollis, Grindelia integrifolia."	Introduced	Fruiting
WTU	355984	Polygonaceae	Rumex	occidentalis	Wats.					Rumex occidentalis	Rumex aquaticus var. fenestratus	Ben Legler	29	Jun	2004	Ben Legler		1678		1678		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Uncommon; stems solitary in drier parts of marsh.	Native	Flowering
WTU	355529	Polypodiaceae	Polypodium	glycyrrhiza	D.C. Eat.					Polypodium glycyrrhiza	Polypodium glycyrrhiza	Ben Legler	20	May	2004	Peter W. Dunwiddie	PWD 	80		PWD 80		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	On exposed consolidated glacial till outcrop.	Native	Fruiting
WTU	355873	Portulacaceae	Calandrinia	ciliata	(R. & P.) DC.					Calandrinia ciliata	Calandrinia ciliata	Ben Legler	26	May	2004	Ben Legler		1589		1589	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Uncommon along bluff trail.	Native	Fertile
WTU	356634	Portulacaceae	Claytonia	parviflora	Dougl. ex Hook.					Claytonia parviflora	Claytonia parviflora	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	49		PWD 49		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Common in forest understory.	Native	Flowering
WTU	356225	Portulacaceae	Claytonia	perfoliata	Donn ex Willd.	ssp.	perfoliata			Claytonia perfoliata ssp. perfoliata	Claytonia perfoliata ssp. perfoliata	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	91		PWD 91	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.836		N	122	43.065		W	"Moist soil, in clearing adjacent to sheep barn."	Rare; infrequent; white flowers.	Native	Flowering
WTU	356488	Portulacaceae	Claytonia	rubra	(T.J. Howell) Tidestrom	ssp.	depressa	(Gray) J.M. Miller & K. Chambers		Claytonia rubra ssp. depressa	Claytonia rubra ssp. depressa	Ben Legler	14	Jul	2004	Ben Legler		1496		1496		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Basal leaves sparse; plants green to red-tinged; in sand back from beach.	Native	Flowering
WTU	355892	Portulacaceae	Claytonia	sibirica	L.					Claytonia sibirica	Claytonia sibirica	Ben Legler	26	May	2004	Ben Legler		1595		1595	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	"Petals white with pink stripes; in woods, moist soil."	Native	Flowering
WTU	355526	Portulacaceae	Claytonia	sibirica	L.					Claytonia sibirica	Claytonia sibirica	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	76		PWD 76		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	In woods.	Native	Flowering
WTU	356218	Portulacaceae	Claytonia	sibirica	L.					Claytonia sibirica	Claytonia sibirica	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	94		PWD 94	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, forest edge near sheep barn."			48	11	.82	N	122	43	.183	W	"Douglas Fir overstory, Red Elderberry, Snowberry, Ocean Spray understory."		Native	Flowering
WTU	355872	Primulaceae	Trientalis	latifolia	Hook.					Trientalis latifolia	Trientalis borealis ssp. latifolia	Ben Legler	26	May	2004	Ben Legler		1590		1590	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Flowers light pink; scattered in woods.	Native	Flowering
WTU	355881	Ranunculaceae	Ranunculus	occidentalis	Nutt.	var.	occidentalis			Ranunculus occidentalis var. occidentalis	Ranunculus occidentalis var. occidentalis	Ben Legler	26	May	2004	Ben Legler		1593		1593	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__C	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; bluff below Hill Road, south of beach access area."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	Petals yellow; scattered on top of bluff by road.	Native	Flowering
